gsr,heart_rate,temperature,emotion,median gsr,median heart_rate,median temp,date_time,id_user,gender
21,119,26.3,Neutral,9.5,119,27.7,05/04/2022 15:34:09,9,M
21,119,26.3,Neutral,9.5,119,27.7,05/04/2022 15:34:07,9,M
21,119,26.3,Angry,9.5,119,27.7,05/04/2022 15:34:07,9,M
21,119,26.3,Neutral,9.5,119,27.7,05/04/2022 15:34:07,9,M
20,119,26.3,Neutral,9.5,119,27.7,05/04/2022 15:34:05,9,M
20,119,26.3,Neutral,9.5,119,27.7,05/04/2022 15:34:05,9,M
18,119,26.3,Angry,9.5,119,27.7,05/04/2022 15:34:04,9,M
18,119,26.3,Fearful,9.5,119,27.7,05/04/2022 15:34:04,9,M
16,119,26.3,Neutral,9.5,119,27.7,05/04/2022 15:34:02,9,M
16,119,26.3,Neutral,9.5,119,27.7,05/04/2022 15:34:02,9,M
15,119,25.3,Neutral,9.5,119,27.7,05/04/2022 15:34:00,9,M
15,119,25.3,Neutral,9.5,119,27.7,05/04/2022 15:34:00,9,M
17,119,25.3,Neutral,9.5,119,27.7,05/04/2022 15:33:58,9,M
17,119,25.3,Neutral,9.5,119,27.7,05/04/2022 15:33:58,9,M
17,119,25.1,Neutral,9.5,119,27.7,05/04/2022 15:33:57,9,M
17,119,25.1,Neutral,9.5,119,27.7,05/04/2022 15:33:57,9,M
17,119,25.1,Neutral,9.5,119,27.7,05/04/2022 15:33:57,9,M
16,119,25.1,Neutral,9.5,119,27.7,05/04/2022 15:33:55,9,M
16,119,25.1,Neutral,9.5,119,27.7,05/04/2022 15:33:55,9,M
15,119,25.1,Neutral,9.5,119,27.7,05/04/2022 15:33:53,9,M
15,119,25.1,Neutral,9.5,119,27.7,05/04/2022 15:33:53,9,M
13,119,25.1,Neutral,9.5,119,27.7,05/04/2022 15:33:51,9,M
13,119,25.1,Neutral,9.5,119,27.7,05/04/2022 15:33:51,9,M
13,119,25.1,Neutral,9.5,119,27.7,05/04/2022 15:33:51,9,M
11,119,25.1,Neutral,9.5,119,27.7,05/04/2022 15:33:50,9,M
11,119,25.1,Neutral,9.5,119,27.7,05/04/2022 15:33:50,9,M
10,119,23.3,Angry,9.5,119,27.7,05/04/2022 15:33:48,9,M
10,119,23.3,Neutral,9.5,119,27.7,05/04/2022 15:33:48,9,M
10,119,23.3,Neutral,9.5,119,27.7,05/04/2022 15:33:48,9,M
13,119,23.3,Angry,9.5,119,27.7,05/04/2022 15:33:46,9,M
13,119,23.3,Angry,9.5,119,27.7,05/04/2022 15:33:46,9,M
13,119,22.6,Angry,9.5,119,27.7,05/04/2022 15:33:44,9,M
13,119,22.6,Sad,9.5,119,27.7,05/04/2022 15:33:44,9,M
11,119,22.6,Neutral,9.5,119,27.7,05/04/2022 15:33:42,9,M
11,119,22.6,Sad,9.5,119,27.7,05/04/2022 15:33:42,9,M
11,119,22.6,Sad,9.5,119,27.7,05/04/2022 15:33:42,9,M
10,119,27.7,Sad,9.5,119,27.7,05/04/2022 15:33:39,9,M
10,119,27.7,Sad,9.5,119,27.7,05/04/2022 15:33:39,9,M
9,119,27.7,Happy,9.5,119,27.7,05/04/2022 15:33:37,9,M
9,119,27.7,Sad,9.5,119,27.7,05/04/2022 15:33:37,9,M
8,119,27.7,Fearful,9.5,119,27.7,05/04/2022 15:33:35,9,M
8,119,27.7,Neutral,9.5,119,27.7,05/04/2022 15:33:35,9,M
9,119,27.6,Angry,9.5,119,27.7,05/04/2022 15:33:32,9,M
9,119,27.6,Neutral,9.5,119,27.7,05/04/2022 15:33:32,9,M
9,119,27.6,Angry,9.5,119,27.7,05/04/2022 15:33:30,9,M
9,119,27.6,Angry,9.5,119,27.7,05/04/2022 15:33:30,9,M
12,119,27.8,Angry,9.5,119,27.7,05/04/2022 15:33:28,9,M
12,119,27.8,Angry,9.5,119,27.7,05/04/2022 15:33:28,9,M
17,119,27.8,Angry,9.5,119,27.7,05/04/2022 15:33:27,9,M
16,119,27.8,Angry,9.5,119,27.7,05/04/2022 15:33:25,9,M
16,119,27.8,Angry,9.5,119,27.7,05/04/2022 15:33:25,9,M
11,119,27.8,Angry,9.5,119,27.7,05/04/2022 15:33:18,9,M
11,119,27.8,Angry,9.5,119,27.7,05/04/2022 15:33:18,9,M
8,119,27.5,Angry,9.5,119,27.7,05/04/2022 15:33:11,9,M
8,119,27.5,Angry,9.5,119,27.7,05/04/2022 15:33:11,9,M
8,119,27.5,Angry,9.5,119,27.7,05/04/2022 15:33:11,9,M
5,119,27.5,Angry,9.5,119,27.7,05/04/2022 15:33:09,9,M
5,119,27.5,Angry,9.5,119,27.7,05/04/2022 15:33:09,9,M
5,119,27.5,Angry,9.5,119,27.7,05/04/2022 15:33:09,9,M
4,119,27.5,Happy,9.5,119,27.7,05/04/2022 15:33:01,9,M
4,119,27.5,Angry,9.5,119,27.7,05/04/2022 15:33:01,9,M
3,119,27.4,Happy,9.5,119,27.7,05/04/2022 15:32:59,9,M
3,119,27.4,Happy,9.5,119,27.7,05/04/2022 15:32:59,9,M
1,119,27.4,Happy,9.5,119,27.7,05/04/2022 15:32:57,9,M
1,119,27.4,Happy,9.5,119,27.7,05/04/2022 15:32:57,9,M
5,119,28.4,Angry,9.5,119,27.7,05/04/2022 15:32:56,9,M
5,119,28.4,Happy,9.5,119,27.7,05/04/2022 15:32:56,9,M
5,119,28.4,Angry,9.5,119,27.7,05/04/2022 15:32:54,9,M
5,119,28.4,Angry,9.5,119,27.7,05/04/2022 15:32:54,9,M
3,119,28.4,Angry,9.5,119,27.7,05/04/2022 15:32:52,9,M
3,119,28.4,Angry,9.5,119,27.7,05/04/2022 15:32:52,9,M
2,119,28.4,Angry,9.5,119,27.7,05/04/2022 15:32:50,9,M
1,119,28.4,Sad,9.5,119,27.7,05/04/2022 15:32:31,9,M
1,119,24.9,Angry,9.5,119,27.7,05/04/2022 15:31:02,9,M
1,119,24.9,Angry,9.5,119,27.7,05/04/2022 15:31:02,9,M
1,119,27.8,Angry,9.5,119,27.7,05/04/2022 15:30:29,9,M
1,119,27.8,Fearful,9.5,119,27.7,05/04/2022 15:30:29,9,M
1,119,27.8,Angry,9.5,119,27.7,05/04/2022 15:30:22,9,M
1,119,27.8,Angry,9.5,119,27.7,05/04/2022 15:30:21,9,M
2,119,28.5,Angry,9.5,119,27.7,05/04/2022 15:30:10,9,M
1,119,28.5,Sad,9.5,119,27.7,05/04/2022 15:30:08,9,M
1,119,28.5,Angry,9.5,119,27.7,05/04/2022 15:30:08,9,M
2,119,28.5,Angry,9.5,119,27.7,05/04/2022 15:30:03,9,M
2,119,28.5,Angry,9.5,119,27.7,05/04/2022 15:30:03,9,M
1,119,28.5,Fearful,9.5,119,27.7,05/04/2022 15:30:01,9,M
4,119,28.2,Fearful,9.5,119,27.7,05/04/2022 15:29:12,9,M
4,119,28.2,Neutral,9.5,119,27.7,05/04/2022 15:29:12,9,M
20,119,28.5,Neutral,9.5,119,27.7,05/04/2022 15:27:43,9,M
19,119,28.5,Angry,9.5,119,27.7,05/04/2022 15:27:42,9,M
19,119,28.5,Fearful,9.5,119,27.7,05/04/2022 15:27:42,9,M
18,119,29,Angry,9.5,119,27.7,05/04/2022 15:27:40,9,M
16,119,29,Angry,9.5,119,27.7,05/04/2022 15:27:38,9,M
16,119,29,Angry,9.5,119,27.7,05/04/2022 15:27:38,9,M
16,119,29,Fearful,9.5,119,27.7,05/04/2022 15:27:38,9,M
8,119,28.2,Fearful,9.5,119,27.7,05/04/2022 15:27:28,9,M
6,119,28.2,Angry,9.5,119,27.7,05/04/2022 15:27:26,9,M
26,119,28.2,Fearful,9.5,119,27.7,05/04/2022 15:27:15,9,M
167,119,29.8,Neutral,194,119,30.3,05/04/2022 15:15:19,8,M
183,119,30.2,Neutral,194,119,30.3,05/04/2022 15:13:57,8,M
178,119,30.5,Neutral,194,119,30.3,05/04/2022 15:13:45,8,M
178,119,30.5,Neutral,194,119,30.3,05/04/2022 15:13:45,8,M
173,119,30.2,Neutral,194,119,30.3,05/04/2022 15:13:43,8,M
173,119,30.2,Neutral,194,119,30.3,05/04/2022 15:13:43,8,M
172,119,30.2,Neutral,194,119,30.3,05/04/2022 15:13:35,8,M
172,119,30.2,Neutral,194,119,30.3,05/04/2022 15:13:35,8,M
184,119,30.2,Neutral,194,119,30.3,05/04/2022 15:13:33,8,M
193,119,30.5,Neutral,194,119,30.3,05/04/2022 15:13:28,8,M
186,119,30.5,Neutral,194,119,30.3,05/04/2022 15:13:24,8,M
195,119,30.5,Neutral,194,119,30.3,05/04/2022 15:13:22,8,M
195,119,30.5,Neutral,194,119,30.3,05/04/2022 15:13:22,8,M
195,119,30.5,Neutral,194,119,30.3,05/04/2022 15:13:22,8,M
223,119,30.5,Neutral,194,119,30.3,05/04/2022 15:13:21,8,M
248,119,30.3,Sad,194,119,30.3,05/04/2022 15:12:58,8,M
246,119,30.3,Neutral,194,119,30.3,05/04/2022 15:12:50,8,M
240,119,30.3,Neutral,194,119,30.3,05/04/2022 15:12:48,8,M
240,119,30.3,Neutral,194,119,30.3,05/04/2022 15:12:48,8,M
236,119,21.7,Sad,194,119,30.3,05/04/2022 15:12:46,8,M
236,119,21.7,Neutral,194,119,30.3,05/04/2022 15:12:46,8,M
245,119,21.7,Sad,194,119,30.3,05/04/2022 15:12:45,8,M
80,122,27.8,Happy,166,103,28.6,05/04/2022 14:27:37,7,M
182,106,28.2,Angry,166,103,28.6,05/04/2022 14:24:45,7,M
208,106,27.2,Angry,166,103,28.6,05/04/2022 14:24:36,7,M
215,103,28.2,Angry,166,103,28.6,05/04/2022 14:23:57,7,M
193,103,28.2,Angry,166,103,28.6,05/04/2022 14:23:47,7,M
207,103,28.2,Angry,166,103,28.6,05/04/2022 14:23:34,7,M
186,103,28.3,Angry,166,103,28.6,05/04/2022 14:23:12,7,M
196,101,28.3,Angry,166,103,28.6,05/04/2022 14:22:47,7,M
194,101,28.3,Angry,166,103,28.6,05/04/2022 14:22:45,7,M
191,101,28.3,Angry,166,103,28.6,05/04/2022 14:22:43,7,M
189,101,28.3,Angry,166,103,28.6,05/04/2022 14:22:42,7,M
189,101,28.3,Angry,166,103,28.6,05/04/2022 14:22:42,7,M
190,101,28.3,Angry,166,103,28.6,05/04/2022 14:22:40,7,M
159,100,28.5,Angry,166,103,28.6,05/04/2022 14:22:22,7,M
168,100,28.5,Angry,166,103,28.6,05/04/2022 14:22:07,7,M
162,103,27.5,Angry,166,103,28.6,05/04/2022 14:20:50,7,M
140,103,28.6,Angry,166,103,28.6,05/04/2022 14:20:06,7,M
140,103,28.6,Angry,166,103,28.6,05/04/2022 14:20:06,7,M
133,103,28.4,Angry,166,103,28.6,05/04/2022 14:20:03,7,M
139,103,28.4,Angry,166,103,28.6,05/04/2022 14:20:01,7,M
139,103,28.4,Neutral,166,103,28.6,05/04/2022 14:20:01,7,M
146,103,28.6,Angry,166,103,28.6,05/04/2022 14:19:47,7,M
154,103,29.1,Angry,166,103,28.6,05/04/2022 14:19:44,7,M
152,109,29.1,Angry,166,103,28.6,05/04/2022 14:19:35,7,M
152,109,29.1,Angry,166,103,28.6,05/04/2022 14:19:35,7,M
162,109,29.1,Angry,166,103,28.6,05/04/2022 14:19:31,7,M
171,109,29.1,Happy,166,103,28.6,05/04/2022 14:19:23,7,M
154,105,29.5,Happy,166,103,28.6,05/04/2022 14:18:58,7,M
151,105,29.8,Happy,166,103,28.6,05/04/2022 14:18:53,7,M
166,100,29.3,Angry,166,103,28.6,05/04/2022 14:18:28,7,M
167,100,29.3,Angry,166,103,28.6,05/04/2022 14:18:27,7,M
161,100,29.5,Angry,166,103,28.6,05/04/2022 14:18:25,7,M
150,100,29.8,Neutral,166,103,28.6,05/04/2022 14:18:21,7,M
150,100,29.8,Happy,166,103,28.6,05/04/2022 14:18:21,7,M
150,100,29.8,Sad,166,103,28.6,05/04/2022 14:18:21,7,M
218,101,29.9,Fearful,166,103,28.6,05/04/2022 14:17:37,7,M
230,101,29.9,Sad,166,103,28.6,05/04/2022 14:17:31,7,M
230,101,29.9,Sad,166,103,28.6,05/04/2022 14:17:31,7,M
226,101,29.9,Angry,166,103,28.6,05/04/2022 14:17:30,7,M
24,88,25,Fearful,81,93,28.9,05/04/2022 13:58:49,6,M
24,88,25,Fearful,81,93,28.9,05/04/2022 13:58:49,6,M
18,84,25,Fearful,81,93,28.9,05/04/2022 13:58:47,6,M
18,84,25,Sad,81,93,28.9,05/04/2022 13:58:47,6,M
21,84,28.8,Sad,81,93,28.9,05/04/2022 13:58:45,6,M
21,84,28.8,Neutral,81,93,28.9,05/04/2022 13:58:45,6,M
20,84,28.8,Fearful,81,93,28.9,05/04/2022 13:58:44,6,M
24,80,28.8,Sad,81,93,28.9,05/04/2022 13:58:42,6,M
24,80,28.8,Sad,81,93,28.9,05/04/2022 13:58:42,6,M
28,80,28.8,Sad,81,93,28.9,05/04/2022 13:58:38,6,M
28,80,28.8,Sad,81,93,28.9,05/04/2022 13:58:38,6,M
29,80,28.8,Fearful,81,93,28.9,05/04/2022 13:58:37,6,M
29,80,28.8,Fearful,81,93,28.9,05/04/2022 13:58:37,6,M
38,80,28.8,Angry,81,93,28.9,05/04/2022 13:58:35,6,M
38,80,28.8,Angry,81,93,28.9,05/04/2022 13:58:35,6,M
45,80,28.6,Fearful,81,93,28.9,05/04/2022 13:58:33,6,M
45,80,28.6,Angry,81,93,28.9,05/04/2022 13:58:33,6,M
47,80,28.6,Fearful,81,93,28.9,05/04/2022 13:58:31,6,M
47,80,28.6,Fearful,81,93,28.9,05/04/2022 13:58:31,6,M
50,80,29,Fearful,81,93,28.9,05/04/2022 13:58:29,6,M
50,80,29,Fearful,81,93,28.9,05/04/2022 13:58:28,6,M
48,80,29,Fearful,81,93,28.9,05/04/2022 13:58:26,6,M
48,80,29,Fearful,81,93,28.9,05/04/2022 13:58:26,6,M
48,80,29,Fearful,81,93,28.9,05/04/2022 13:58:26,6,M
53,80,29,Fearful,81,93,28.9,05/04/2022 13:58:24,6,M
53,80,29,Fearful,81,93,28.9,05/04/2022 13:58:24,6,M
50,80,29,Fearful,81,93,28.9,05/04/2022 13:58:15,6,M
50,80,29,Fearful,81,93,28.9,05/04/2022 13:58:15,6,M
49,80,28.8,Fearful,81,93,28.9,05/04/2022 13:58:14,6,M
49,80,28.8,Angry,81,93,28.9,05/04/2022 13:58:14,6,M
49,80,28.8,Fearful,81,93,28.9,05/04/2022 13:58:14,6,M
46,87,28.8,Angry,81,93,28.9,05/04/2022 13:58:12,6,M
46,87,28.8,Fearful,81,93,28.9,05/04/2022 13:58:12,6,M
49,87,28.8,Angry,81,93,28.9,05/04/2022 13:58:10,6,M
49,87,28.8,Angry,81,93,28.9,05/04/2022 13:58:10,6,M
45,87,28.8,Fearful,81,93,28.9,05/04/2022 13:58:08,6,M
45,87,28.8,Fearful,81,93,28.9,05/04/2022 13:58:08,6,M
45,87,28.8,Fearful,81,93,28.9,05/04/2022 13:58:08,6,M
52,87,28.8,Fearful,81,93,28.9,05/04/2022 13:58:07,6,M
52,87,28.8,Fearful,81,93,28.9,05/04/2022 13:58:07,6,M
52,87,28.8,Angry,81,93,28.9,05/04/2022 13:58:05,6,M
52,87,28.8,Fearful,81,93,28.9,05/04/2022 13:58:05,6,M
53,87,28.8,Fearful,81,93,28.9,05/04/2022 13:58:03,6,M
53,87,28.8,Fearful,81,93,28.9,05/04/2022 13:58:03,6,M
50,87,28.8,Neutral,81,93,28.9,05/04/2022 13:58:01,6,M
50,87,28.8,Fearful,81,93,28.9,05/04/2022 13:58:01,6,M
46,87,28.8,Fearful,81,93,28.9,05/04/2022 13:58:00,6,M
46,87,28.8,Fearful,81,93,28.9,05/04/2022 13:58:00,6,M
46,87,28.8,Fearful,81,93,28.9,05/04/2022 13:58:00,6,M
49,87,28.9,Fearful,81,93,28.9,05/04/2022 13:57:54,6,M
50,90,28.9,Fearful,81,93,28.9,05/04/2022 13:57:53,6,M
50,90,28.9,Fearful,81,93,28.9,05/04/2022 13:57:53,6,M
51,90,28.9,Fearful,81,93,28.9,05/04/2022 13:57:47,6,M
51,90,28.9,Fearful,81,93,28.9,05/04/2022 13:57:47,6,M
49,90,28.9,Fearful,81,93,28.9,05/04/2022 13:57:46,6,M
49,90,28.9,Fearful,81,93,28.9,05/04/2022 13:57:46,6,M
43,90,29.1,Neutral,81,93,28.9,05/04/2022 13:57:44,6,M
43,90,29.1,Fearful,81,93,28.9,05/04/2022 13:57:44,6,M
49,90,29.1,Sad,81,93,28.9,05/04/2022 13:57:42,6,M
49,90,29.1,Angry,81,93,28.9,05/04/2022 13:57:42,6,M
49,90,29.3,Fearful,81,93,28.9,05/04/2022 13:57:40,6,M
49,90,29.3,Fearful,81,93,28.9,05/04/2022 13:57:40,6,M
51,90,29.3,Fearful,81,93,28.9,05/04/2022 13:57:38,6,M
51,90,29.3,Fearful,81,93,28.9,05/04/2022 13:57:38,6,M
42,90,29.1,Fearful,81,93,28.9,05/04/2022 13:57:37,6,M
42,90,29.1,Fearful,81,93,28.9,05/04/2022 13:57:37,6,M
49,90,29.1,Fearful,81,93,28.9,05/04/2022 13:57:35,6,M
49,90,29.1,Fearful,81,93,28.9,05/04/2022 13:57:35,6,M
49,90,29.1,Fearful,81,93,28.9,05/04/2022 13:57:35,6,M
51,90,29.1,Fearful,81,93,28.9,05/04/2022 13:57:33,6,M
51,90,29.1,Fearful,81,93,28.9,05/04/2022 13:57:33,6,M
49,90,29.1,Fearful,81,93,28.9,05/04/2022 13:57:31,6,M
49,90,29.1,Fearful,81,93,28.9,05/04/2022 13:57:31,6,M
49,90,29.1,Fearful,81,93,28.9,05/04/2022 13:57:30,6,M
49,90,29.1,Fearful,81,93,28.9,05/04/2022 13:57:30,6,M
49,90,29,Fearful,81,93,28.9,05/04/2022 13:57:28,6,M
47,90,29,Fearful,81,93,28.9,05/04/2022 13:57:19,6,M
47,90,29,Fearful,81,93,28.9,05/04/2022 13:57:19,6,M
47,90,29,Fearful,81,93,28.9,05/04/2022 13:57:19,6,M
51,90,29,Fearful,81,93,28.9,05/04/2022 13:57:18,6,M
51,90,29,Fearful,81,93,28.9,05/04/2022 13:57:18,6,M
46,90,29,Fearful,81,93,28.9,05/04/2022 13:57:16,6,M
46,90,29,Fearful,81,93,28.9,05/04/2022 13:57:16,6,M
53,90,29,Fearful,81,93,28.9,05/04/2022 13:57:14,6,M
53,90,29,Fearful,81,93,28.9,05/04/2022 13:57:14,6,M
53,90,29,Fearful,81,93,28.9,05/04/2022 13:57:14,6,M
53,88,29,Fearful,81,93,28.9,05/04/2022 13:57:12,6,M
53,88,29,Fearful,81,93,28.9,05/04/2022 13:57:12,6,M
49,88,29,Fearful,81,93,28.9,05/04/2022 13:57:10,6,M
49,88,29,Fearful,81,93,28.9,05/04/2022 13:57:10,6,M
49,88,29,Fearful,81,93,28.9,05/04/2022 13:57:10,6,M
47,88,29,Fearful,81,93,28.9,05/04/2022 13:57:09,6,M
47,88,29,Fearful,81,93,28.9,05/04/2022 13:57:09,6,M
52,93,28.8,Fearful,81,93,28.9,05/04/2022 13:57:07,6,M
46,93,28.9,Fearful,81,93,28.9,05/04/2022 13:57:02,6,M
51,93,28.9,Angry,81,93,28.9,05/04/2022 13:57:00,6,M
51,93,28.9,Fearful,81,93,28.9,05/04/2022 13:57:00,6,M
51,93,28.9,Fearful,81,93,28.9,05/04/2022 13:57:00,6,M
52,93,28.9,Angry,81,93,28.9,05/04/2022 13:56:58,6,M
52,93,28.9,Fearful,81,93,28.9,05/04/2022 13:56:58,6,M
52,93,28.9,Fearful,81,93,28.9,05/04/2022 13:56:56,6,M
52,93,28.9,Fearful,81,93,28.9,05/04/2022 13:56:56,6,M
52,93,28.9,Fearful,81,93,28.9,05/04/2022 13:56:56,6,M
51,93,28.9,Fearful,81,93,28.9,05/04/2022 13:56:55,6,M
51,93,28.9,Neutral,81,93,28.9,05/04/2022 13:56:55,6,M
47,93,28.9,Fearful,81,93,28.9,05/04/2022 13:56:53,6,M
47,93,28.9,Fearful,81,93,28.9,05/04/2022 13:56:53,6,M
47,93,28.9,Fearful,81,93,28.9,05/04/2022 13:56:53,6,M
56,93,28.8,Fearful,81,93,28.9,05/04/2022 13:56:51,6,M
56,93,28.8,Fearful,81,93,28.9,05/04/2022 13:56:51,6,M
56,93,28.8,Fearful,81,93,28.9,05/04/2022 13:56:49,6,M
56,93,28.8,Fearful,81,93,28.9,05/04/2022 13:56:49,6,M
54,95,28.8,Fearful,81,93,28.9,05/04/2022 13:56:48,6,M
54,95,28.8,Fearful,81,93,28.9,05/04/2022 13:56:48,6,M
55,95,28.8,Fearful,81,93,28.9,05/04/2022 13:56:46,6,M
55,95,28.8,Fearful,81,93,28.9,05/04/2022 13:56:46,6,M
53,95,28.8,Fearful,81,93,28.9,05/04/2022 13:56:44,6,M
53,95,28.8,Fearful,81,93,28.9,05/04/2022 13:56:44,6,M
53,95,28.8,Fearful,81,93,28.9,05/04/2022 13:56:44,6,M
47,95,28.8,Fearful,81,93,28.9,05/04/2022 13:56:42,6,M
47,95,28.8,Angry,81,93,28.9,05/04/2022 13:56:42,6,M
50,95,28.8,Fearful,81,93,28.9,05/04/2022 13:56:40,6,M
50,95,28.8,Angry,81,93,28.9,05/04/2022 13:56:40,6,M
50,95,28.8,Angry,81,93,28.9,05/04/2022 13:56:39,6,M
50,95,28.8,Fearful,81,93,28.9,05/04/2022 13:56:39,6,M
48,96,28.8,Fearful,81,93,28.9,05/04/2022 13:56:37,6,M
48,96,28.8,Fearful,81,93,28.9,05/04/2022 13:56:37,6,M
44,96,28.9,Fearful,81,93,28.9,05/04/2022 13:56:30,6,M
44,96,28.9,Fearful,81,93,28.9,05/04/2022 13:56:30,6,M
44,96,28.9,Fearful,81,93,28.9,05/04/2022 13:56:30,6,M
46,96,28.9,Fearful,81,93,28.9,05/04/2022 13:56:28,6,M
39,96,28.9,Fearful,81,93,28.9,05/04/2022 13:56:26,6,M
39,96,28.9,Fearful,81,93,28.9,05/04/2022 13:56:26,6,M
44,96,28.9,Fearful,81,93,28.9,05/04/2022 13:56:25,6,M
44,96,28.9,Fearful,81,93,28.9,05/04/2022 13:56:25,6,M
41,96,28.9,Fearful,81,93,28.9,05/04/2022 13:56:23,6,M
41,96,28.9,Fearful,81,93,28.9,05/04/2022 13:56:23,6,M
39,96,28.9,Fearful,81,93,28.9,05/04/2022 13:56:21,6,M
39,96,28.9,Fearful,81,93,28.9,05/04/2022 13:56:21,6,M
45,96,28.9,Fearful,81,93,28.9,05/04/2022 13:56:19,6,M
45,96,28.9,Fearful,81,93,28.9,05/04/2022 13:56:19,6,M
44,98,28.9,Fearful,81,93,28.9,05/04/2022 13:56:18,6,M
44,98,28.9,Fearful,81,93,28.9,05/04/2022 13:56:18,6,M
44,98,28.9,Fearful,81,93,28.9,05/04/2022 13:56:18,6,M
42,98,28.9,Fearful,81,93,28.9,05/04/2022 13:56:16,6,M
42,98,28.9,Fearful,81,93,28.9,05/04/2022 13:56:16,6,M
38,98,28.9,Fearful,81,93,28.9,05/04/2022 13:56:14,6,M
38,98,28.9,Fearful,81,93,28.9,05/04/2022 13:56:14,6,M
34,99,28.9,Fearful,81,93,28.9,05/04/2022 13:56:12,6,M
34,99,28.9,Fearful,81,93,28.9,05/04/2022 13:56:12,6,M
35,99,29.2,Fearful,81,93,28.9,05/04/2022 13:56:11,6,M
35,99,29.2,Fearful,81,93,28.9,05/04/2022 13:56:11,6,M
35,99,29.2,Fearful,81,93,28.9,05/04/2022 13:56:11,6,M
26,99,29.2,Fearful,81,93,28.9,05/04/2022 13:56:09,6,M
26,99,29.2,Fearful,81,93,28.9,05/04/2022 13:56:09,6,M
36,99,29.2,Fearful,81,93,28.9,05/04/2022 13:56:07,6,M
36,99,29.2,Fearful,81,93,28.9,05/04/2022 13:56:07,6,M
30,99,29.2,Fearful,81,93,28.9,05/04/2022 13:56:05,6,M
30,99,29.2,Fearful,81,93,28.9,05/04/2022 13:56:05,6,M
32,99,29.2,Fearful,81,93,28.9,05/04/2022 13:56:04,6,M
32,99,29.2,Fearful,81,93,28.9,05/04/2022 13:56:04,6,M
30,93,29.2,Fearful,81,93,28.9,05/04/2022 13:56:02,6,M
30,93,29.2,Fearful,81,93,28.9,05/04/2022 13:56:02,6,M
40,93,29.2,Fearful,81,93,28.9,05/04/2022 13:56:00,6,M
40,93,29.2,Fearful,81,93,28.9,05/04/2022 13:56:00,6,M
37,93,28.9,Fearful,81,93,28.9,05/04/2022 13:55:58,6,M
37,93,28.9,Fearful,81,93,28.9,05/04/2022 13:55:58,6,M
37,93,28.9,Fearful,81,93,28.9,05/04/2022 13:55:58,6,M
33,93,28.9,Fearful,81,93,28.9,05/04/2022 13:55:57,6,M
24,93,28.9,Sad,81,93,28.9,05/04/2022 13:55:55,6,M
24,93,28.9,Fearful,81,93,28.9,05/04/2022 13:55:55,6,M
23,93,29.2,Fearful,81,93,28.9,05/04/2022 13:55:53,6,M
23,93,29.2,Fearful,81,93,28.9,05/04/2022 13:55:53,6,M
23,93,29.2,Fearful,81,93,28.9,05/04/2022 13:55:53,6,M
26,93,29.2,Fearful,81,93,28.9,05/04/2022 13:55:51,6,M
26,93,29.2,Fearful,81,93,28.9,05/04/2022 13:55:51,6,M
39,93,28.6,Fearful,81,93,28.9,05/04/2022 13:55:50,6,M
39,93,28.6,Fearful,81,93,28.9,05/04/2022 13:55:50,6,M
39,93,28.6,Fearful,81,93,28.9,05/04/2022 13:55:50,6,M
33,93,28.6,Fearful,81,93,28.9,05/04/2022 13:55:48,6,M
33,93,28.6,Fearful,81,93,28.9,05/04/2022 13:55:48,6,M
39,93,28.6,Fearful,81,93,28.9,05/04/2022 13:55:46,6,M
39,93,28.6,Fearful,81,93,28.9,05/04/2022 13:55:46,6,M
39,93,28.6,Fearful,81,93,28.9,05/04/2022 13:55:46,6,M
52,93,28.6,Fearful,81,93,28.9,05/04/2022 13:55:37,6,M
52,93,28.6,Fearful,81,93,28.9,05/04/2022 13:55:37,6,M
64,93,28.6,Neutral,81,93,28.9,05/04/2022 13:55:36,6,M
64,93,28.6,Neutral,81,93,28.9,05/04/2022 13:55:36,6,M
75,93,28.6,Fearful,81,93,28.9,05/04/2022 13:55:34,6,M
84,93,28.6,Neutral,81,93,28.9,05/04/2022 13:55:32,6,M
84,93,28.6,Neutral,81,93,28.9,05/04/2022 13:55:32,6,M
95,93,28.6,Neutral,81,93,28.9,05/04/2022 13:55:30,6,M
95,93,28.6,Neutral,81,93,28.9,05/04/2022 13:55:30,6,M
95,93,28.6,Neutral,81,93,28.9,05/04/2022 13:55:30,6,M
99,93,28.6,Fearful,81,93,28.9,05/04/2022 13:55:29,6,M
110,93,28.6,Fearful,81,93,28.9,05/04/2022 13:55:27,6,M
109,93,28.7,Fearful,81,93,28.9,05/04/2022 13:55:25,6,M
109,93,28.7,Neutral,81,93,28.9,05/04/2022 13:55:25,6,M
107,93,28.7,Neutral,81,93,28.9,05/04/2022 13:55:23,6,M
107,93,28.7,Neutral,81,93,28.9,05/04/2022 13:55:23,6,M
107,93,28.9,Neutral,81,93,28.9,05/04/2022 13:55:22,6,M
107,93,28.9,Neutral,81,93,28.9,05/04/2022 13:55:22,6,M
106,93,28.9,Fearful,81,93,28.9,05/04/2022 13:55:20,6,M
106,93,28.9,Fearful,81,93,28.9,05/04/2022 13:55:20,6,M
104,93,28.9,Fearful,81,93,28.9,05/04/2022 13:55:18,6,M
104,93,28.9,Fearful,81,93,28.9,05/04/2022 13:55:18,6,M
104,93,28.9,Fearful,81,93,28.9,05/04/2022 13:55:18,6,M
100,93,28.9,Fearful,81,93,28.9,05/04/2022 13:55:16,6,M
100,93,28.9,Fearful,81,93,28.9,05/04/2022 13:55:16,6,M
